year,state,state_po,state_fips,state_cen,state_ic,office,district,candidate,party,candidatevotes,totalvotes
2010,Minnesota,MN,27,41,33,US House,3,NA,NA,167,274092
2010,Minnesota,MN,27,41,33,US House,3,Jon Oleson,independence,12508,274092
2010,Minnesota,MN,27,41,33,US House,4,Teresa Collett,republican,80141,231426
2010,Minnesota,MN,27,41,33,US House,4,Betty McCollum,democrat,136746,231426
2010,Minnesota,MN,27,41,33,US House,4,NA,NA,10,231426
2010,Minnesota,MN,27,41,33,US House,4,NA,NA,39,231426
2010,Minnesota,MN,27,41,33,US House,4,Steve Carlson,independence,14207,231426
2010,Minnesota,MN,27,41,33,US House,4,NA,NA,283,231426
2010,Minnesota,MN,27,41,33,US House,5,Joel Demos,republican,55222,228856
2010,Minnesota,MN,27,41,33,US House,5,Tom Schrunk,independence,7556,228856
2010,Minnesota,MN,27,41,33,US House,5,Keith Ellison,democrat,154833,228856
2010,Minnesota,MN,27,41,33,US House,5,NA,NA,229,228856
2010,Minnesota,MN,27,41,33,US House,5,Lynne Torgerson,independent,8548,228856
2010,Minnesota,MN,27,41,33,US House,5,Michael James Cavlan,independent progressive,2468,228856
2010,Minnesota,MN,27,41,33,US House,6,Bob Anderson,independence,17698,303691
2010,Minnesota,MN,27,41,33,US House,6,Aubrey Immelman,independent,5490,303691
2010,Minnesota,MN,27,41,33,US House,6,Michele Bachmann,republican,159476,303691
2010,Minnesota,MN,27,41,33,US House,6,Tarryl Clark,democratic-farmer-labor,120846,303691
2010,Minnesota,MN,27,41,33,US House,6,NA,NA,178,303691
2010,Minnesota,MN,27,41,33,US House,6,NA,NA,3,303691
2010,Minnesota,MN,27,41,33,US House,7,Lee Byberg,republican,90652,241097
2010,Minnesota,MN,27,41,33,US House,7,Collin C. Peterson,democrat,133096,241097
2010,Minnesota,MN,27,41,33,US House,7,Gene Waldorf,independent,9317,241097
2010,Minnesota,MN,27,41,33,US House,7,NA,NA,193,241097
2010,Minnesota,MN,27,41,33,US House,7,Glen R. Menze,independence,7839,241097
2010,Minnesota,MN,27,41,33,US House,8,Chip Cravaack,republican,133490,277081
2010,Minnesota,MN,27,41,33,US House,8,Timothy Olson,independence,11876,277081
2010,Minnesota,MN,27,41,33,US House,8,NA,NA,132,277081
2010,Minnesota,MN,27,41,33,US House,8,"Richard """"George"""" Burton",constitution,2492,277081
2010,Minnesota,MN,27,41,33,US House,8,James L. Oberstar,democrat,129091,277081
2010,Mississippi,MS,28,64,46,US House,1,"Rick """"Rico"""" Hoskins",independent,478,219093
2010,Mississippi,MS,28,64,46,US House,1,Alan Nunelee,republican,121074,219093
2010,Mississippi,MS,28,64,46,US House,1,Les Green,independent,2020,219093
2010,Mississippi,MS,28,64,46,US House,1,Gail Giaramita,constitution,1235,219093
2010,Mississippi,MS,28,64,46,US House,1,Wally Pang,independent,2180,219093
2010,Mississippi,MS,28,64,46,US House,1,Barbara Dale Washer,reform,389,219093
2010,Mississippi,MS,28,64,46,US House,1,Harold M. Taylor,libertarian,447,219093
2010,Mississippi,MS,28,64,46,US House,1,Travis W. Childers,democrat,89388,219093
2010,Mississippi,MS,28,64,46,US House,1,A. G. Baddley,independent,1882,219093
2010,Mississippi,MS,28,64,46,US House,2,Bennie G. Thompson,democrat,105327,171356
2010,Mississippi,MS,28,64,46,US House,2,Ashley Norwood,reform,1530,171356
2010,Mississippi,MS,28,64,46,US House,2,Bill Marcy,republican,64499,171356
2010,Mississippi,MS,28,64,46,US House,3,Tracella Lou O'Hara Hill,reform,1586,194716
2010,Mississippi,MS,28,64,46,US House,3,Gregg Harper,republican,132393,194716
2010,Mississippi,MS,28,64,46,US House,3,Jeol L. Gill,democrat,60737,194716
2010,Mississippi,MS,28,64,46,US House,4,"Kenneth """"Tim"""" Hampton",libertarian,1741,203384
2010,Mississippi,MS,28,64,46,US House,4,Steven Palazzo,republican,105613,203384
2010,Mississippi,MS,28,64,46,US House,4,Gene Taylor,democrat,95243,203384
2010,Mississippi,MS,28,64,46,US House,4,Anna Jewel Revies,reform,787,203384
2010,Missouri,MO,29,43,34,US House,1,Julie Stone,libertarian,5223,184779
2010,Missouri,MO,29,43,34,US House,1,Wm. Lacy Clay,democrat,135907,184779
2010,Missouri,MO,29,43,34,US House,1,Robyn Hamlin,republican,43649,184779
2010,Missouri,MO,29,43,34,US House,2,W. Todd Akin,republican,180481,265632
2010,Missouri,MO,29,43,34,US House,2,Arthur Lieber,democrat,77467,265632
2010,Missouri,MO,29,43,34,US House,2,Steve Mosbacher,libertarian,7677,265632
2010,Missouri,MO,29,43,34,US House,2,NA,NA,7,265632
2010,Missouri,MO,29,43,34,US House,3,Ed Martin,republican,94757,203085
2010,Missouri,MO,29,43,34,US House,3,"Nicholas J. """"Nick"""" Ivanovich",constitution,3155,203085
2010,Missouri,MO,29,43,34,US House,3,NA,NA,3,203085
2010,Missouri,MO,29,43,34,US House,3,Russ Carnahan,democrat,99398,203085
2010,Missouri,MO,29,43,34,US House,3,Steve R. Hedrick,libertarian,5772,203085
2010,Missouri,MO,29,43,34,US House,4,Jason Michael Braun,libertarian,6123,225056
2010,Missouri,MO,29,43,34,US House,4,Vicky Hartzler,republican,113489,225056
2010,Missouri,MO,29,43,34,US House,4,Greg Cowan,constitution,3912,225056
2010,Missouri,MO,29,43,34,US House,4,Ike Skelton,democrat,101532,225056
2010,Missouri,MO,29,43,34,US House,5,Dave Lay,constitution,1692,191423
2010,Missouri,MO,29,43,34,US House,5,Jacob Turk,republican,84578,191423
2010,Missouri,MO,29,43,34,US House,5,Emanuel Cleaver,democrat,102076,191423
2010,Missouri,MO,29,43,34,US House,5,"Randall D. """"Randy"""" Langkraehr",libertarian,3077,191423
2010,Missouri,MO,29,43,34,US House,6,Sam Graves,republican,154103,221912
2010,Missouri,MO,29,43,34,US House,6,Clint Hylton,democrat,67762,221912
2010,Missouri,MO,29,43,34,US House,6,NA,NA,47,221912
2010,Missouri,MO,29,43,34,US House,7,NA,NA,10,222431
2010,Missouri,MO,29,43,34,US House,7,Billy Long,republican,141010,222431
2010,Missouri,MO,29,43,34,US House,7,Kevin Craig,libertarian,13866,222431
2010,Missouri,MO,29,43,34,US House,7,Scott Eckersley,democrat,67545,222431
2010,Missouri,MO,29,43,34,US House,8,Jo Ann Emerson,republican,128499,195999
2010,Missouri,MO,29,43,34,US House,8,Tommy Sowers,democrat,56377,195999
2010,Missouri,MO,29,43,34,US House,8,Larry Bill,independent,7193,195999
2010,Missouri,MO,29,43,34,US House,8,Rick Vandeven,libertarian,3930,195999
2010,Missouri,MO,29,43,34,US House,9,NA,NA,69,210358
2010,Missouri,MO,29,43,34,US House,9,Christopher W. Dwyer,libertarian,46817,210358
2010,Missouri,MO,29,43,34,US House,9,Blaine Luetkemeyer,republican,162724,210358
2010,Missouri,MO,29,43,34,US House,9,NA,NA,748,210358
2010,Montana,MT,30,81,64,US House,0,Denny Rehberg,republican,217696,360341
2010,Montana,MT,30,81,64,US House,0,Mike Fellows,libertarian,20691,360341
2010,Montana,MT,30,81,64,US House,0,Dennis McDonald,democrat,121954,360341
2010,Nebraska,NE,31,46,35,US House,1,Ivy Harper,democrat,47106,163977
2010,Nebraska,NE,31,46,35,US House,1,Jeff Fortenberry,republican,116871,163977
2010,Nebraska,NE,31,46,35,US House,2,Tom White,democrat,60486,154326
2010,Nebraska,NE,31,46,35,US House,2,Lee Terry,republican,93840,154326
2010,Nebraska,NE,31,46,35,US House,3,Rebekah Davis,democrat,29932,167243
2010,Nebraska,NE,31,46,35,US House,3,Dan Hill,,20036,167243
2010,Nebraska,NE,31,46,35,US House,3,Adrian Smith,republican,117275,167243
2010,Nevada,NV,32,88,65,US House,1,Edward George Klapproth,libertarian,2118,167206
2010,Nevada,NV,32,88,65,US House,1,Kenneth A. Wegner,republican,58995,167206
2010,Nevada,NV,32,88,65,US House,1,Shelley Berkley,democrat,103246,167206
2010,Nevada,NV,32,88,65,US House,1,Jonathan J. Hansen,independent american,2847,167206
2010,Nevada,NV,32,88,65,US House,2,Dean Heller,republican,169458,267708
2010,Nevada,NV,32,88,65,US House,2,Nancy Price,democrat,87421,267708
2010,Nevada,NV,32,88,65,US House,2,Russel Best,independent american,10829,267708
2010,Nevada,NV,32,88,65,US House,3,Joseph John Heck,republican,128916,267874
2010,Nevada,NV,32,88,65,US House,3,Barry Michaels,independent,6473,267874
2010,Nevada,NV,32,88,65,US House,3,Dina Titus,democrat,127168,267874
2010,Nevada,NV,32,88,65,US House,3,Joseph P. Silvestri,libertarian,4026,267874
2010,Nevada,NV,32,88,65,US House,3,Scott David Narter,independent american,1291,267874
2010,New Hampshire,NH,33,12,4,US House,1,Philip Hodson,libertarian,7966,225124
2010,New Hampshire,NH,33,12,4,US House,1,Frank C. Guinta,republican,121655,225124
2010,New Hampshire,NH,33,12,4,US House,1,Carol Shea-Porter,democrat,95503,225124
2010,New Hampshire,NH,33,12,4,US House,2,Tim vanBlommesteyn,independent,6197,224663
2010,New Hampshire,NH,33,12,4,US House,2,Howard L. Wilson,libertarian,4796,224663
2010,New Hampshire,NH,33,12,4,US House,2,Ann McLane Kuster,democrat,105060,224663
2010,New Hampshire,NH,33,12,4,US House,2,Charles Bass,republican,108610,224663
2010,New Jersey,NJ,34,22,12,US House,1,Nicky I. Petrutz,defend american constitution,521,168267
2010,New Jersey,NJ,34,22,12,US House,1,Mark Heacock,green,1593,168267
2010,New Jersey,NJ,34,22,12,US House,1,Dale Glading,republican,58562,168267
2010,New Jersey,NJ,34,22,12,US House,1,Robert E. Andrews,democrat,106334,168267
2010,New Jersey,NJ,34,22,12,US House,1,Margaret M. Chapman,time for change,1257,168267
2010,New Jersey,NJ,34,22,12,US House,2,Mark Lovett,marklovett.us,1123,167120
2010,New Jersey,NJ,34,22,12,US House,2,Gary Stein,democrat,51690,167120
2010,New Jersey,NJ,34,22,12,US House,2,Vitov Valdes-Munoz,american labor,727,167120
2010,New Jersey,NJ,34,22,12,US House,2,Peter F. Boyce,constitution,4120,167120
2010,New Jersey,NJ,34,22,12,US House,2,Frank A. LoBiondo,republican,109460,167120
2010,New Jersey,NJ,34,22,12,US House,3,Jon Runyan,republican,110215,220309
2010,New Jersey,NJ,34,22,12,US House,3,John H. Alder,democrat,104252,220309
2010,New Jersey,NJ,34,22,12,US House,3,Peter DeStefano,new jersey tea party,3284,220309
2010,New Jersey,NJ,34,22,12,US House,3,Rudd Conger,libertarian,1445,220309
2010,New Jersey,NJ,34,22,12,US House,3,Lawrence J. Donahue,your country again,1113,220309
2010,New Jersey,NJ,34,22,12,US House,4,Christopher H. Smith,republican,129752,186938
2010,New Jersey,NJ,34,22,12,US House,4,Howard Kleinhendler,democrat,52118,186938
2010,New Jersey,NJ,34,22,12,US House,4,Joe Siano,libertarian,2912,186938
2010,New Jersey,NJ,34,22,12,US House,4,David R. Meiswinkle,american renaissance movement,582,186938
2010,New Jersey,NJ,34,22,12,US House,4,Steven Welzer,green,1574,186938
2010,New Jersey,NJ,34,22,12,US House,5,Tod Theise,democrat,62634,190993
2010,New Jersey,NJ,34,22,12,US House,5,Mark D. Quick,for americans,1646,190993
2010,New Jersey,NJ,34,22,12,US House,5,Scott Garrett,republican,124030,190993
2010,New Jersey,NJ,34,22,12,US House,5,James Douglas Radigan,be determined,336,190993
2010,New Jersey,NJ,34,22,12,US House,5,Ed Fanning,green,2347,190993
2010,New Jersey,NJ,34,22,12,US House,6,Anna C. Little,republican,65413,149662
2010,New Jersey,NJ,34,22,12,US House,6,"Frank Pallone, Jr.",democrat,81933,149662
2010,New Jersey,NJ,34,22,12,US House,6,Karen Anne Zaletel,green tea patriots,1017,149662
2010,New Jersey,NJ,34,22,12,US House,6,Jack Freudenheim,independent,1299,149662
2010,New Jersey,NJ,34,22,12,US House,7,Leonard Lance,republican,105084,176986
2010,New Jersey,NJ,34,22,12,US House,7,Ed Potosnak,democrat,71902,176986
2010,New Jersey,NJ,34,22,12,US House,8,Raymond Giangrasso,independent,1707,141208
2010,New Jersey,NJ,34,22,12,US House,8,Roland Straten,republican,51023,141208
2010,New Jersey,NJ,34,22,12,US House,8,"Bill Bascrell, Jr.",democrat,88478,141208
2010,New Jersey,NJ,34,22,12,US House,9,Steven R. Rothman,democrat,83564,137626
2010,New Jersey,NJ,34,22,12,US House,9,Michael A. Agosta,republican,52082,137626
2010,New Jersey,NJ,34,22,12,US House,9,Patricia Alessandrini,green,1980,137626
2010,New Jersey,NJ,34,22,12,US House,10,Donald M. Payne,democrat,95299,111877
2010,New Jersey,NJ,34,22,12,US House,10,Joanne Miller,agent of change,1080,111877
2010,New Jersey,NJ,34,22,12,US House,10,Robert Louis Toussaint,action no talk,1141,111877
2010,New Jersey,NJ,34,22,12,US House,10,Michael J. Alonso,republican,14357,111877
2010,New Jersey,NJ,34,22,12,US House,11,Rodney P. Frelinghuysen,republican,122149,181800
2010,New Jersey,NJ,34,22,12,US House,11,Jim Gawron,libertarian,4179,181800
2010,New Jersey,NJ,34,22,12,US House,11,Douglas Herbert,democrat,55472,181800
2010,New Jersey,NJ,34,22,12,US House,12,Scott Sipprelle,republican,93634,204002
2010,New Jersey,NJ,34,22,12,US House,12,Kenneth J. Cody,truth vision hope,2154,204002
2010,New Jersey,NJ,34,22,12,US House,12,Rush D. Holt,democrat,108214,204002
2010,New Jersey,NJ,34,22,12,US House,13,Maximo Gomez Nacer,gravity buoyancy solution,910,84796
2010,New Jersey,NJ,34,22,12,US House,13,Henrietta Dwyer,republican,19538,84796
2010,New Jersey,NJ,34,22,12,US House,13,Albio Sires,democrat,62840,84796
2010,New Jersey,NJ,34,22,12,US House,13,Anthony Zanowic,independent american,1508,84796
2010,New Mexico,NM,35,85,66,US House,1,Martin Heinrich,democrat,112010,216225
2010,New Mexico,NM,35,85,66,US House,1,Jonathan L. Barela,republican,104215,216225
2010,New Mexico,NM,35,85,66,US House,2,Harry Teague,democrat,75708,169761
2010,New Mexico,NM,35,85,66,US House,2,Steve Pearce,republican,94053,169761
2010,New Mexico,NM,35,85,66,US House,3,Thomas E. Mullins,republican,90617,210665
2010,New Mexico,NM,35,85,66,US House,3,Ben Ray Lujan,democrat,120048,210665
2010,New York,NY,36,21,13,US House,1,Timothy H. Bishop,democrat,98316,202007
2010,New York,NY,36,21,13,US House,1,Randy Altschuler,,19423,202007
2010,New York,NY,36,21,13,US House,1,Blank Vote/Scattering,,5968,202007
2010,New York,NY,36,21,13,US House,1,Randy Altschuler,republican,78300,202007
2010,New York,NY,36,21,13,US House,2,Anthony Tolda,constitution,1256,174490
2010,New York,NY,36,21,13,US House,2,John B. Gomez,republican,58525,174490
2010,New York,NY,36,21,13,US House,2,John B. Gomez,conservative,13504,174490
2010,New York,NY,36,21,13,US House,2,Steve Israel,democrat,94594,174490
2010,New York,NY,36,21,13,US House,2,Blank Vote/Scattering,,6611,174490
2010,New York,NY,36,21,13,US House,3,Blank Vote/Scattering,,2748,185768
2010,New York,NY,36,21,13,US House,3,Howard A. Kudler,democrat,51346,185768
2010,New York,NY,36,21,13,US House,3,Peter T. King,republican,131674,185768
2010,New York,NY,36,21,13,US House,4,Francis X. Becker,independence,2940,176253
2010,New York,NY,36,21,13,US House,4,Carolyn McCarthy,democrat,94483,176253
2010,New York,NY,36,21,13,US House,4,Francis X. Becker,republican,69323,176253
2010,New York,NY,36,21,13,US House,4,Blank Vote/Scattering,,52,176253
2010,New York,NY,36,21,13,US House,4,Francis X. Becker,conservative,9455,176253
2010,New York,NY,36,21,13,US House,5,Elizabeth Berney,tax revolt,798,120926
2010,New York,NY,36,21,13,US House,5,James Milano,republican,36861,120926
2010,New York,NY,36,21,13,US House,5,Gary L. Ackerman,democrat,72239,120926
2010,New York,NY,36,21,13,US House,5,James Milano,conservative,4632,120926
2010,New York,NY,36,21,13,US House,5,Blank Vote/Scattering,,6396,120926
2010,New York,NY,36,21,13,US House,6,Asher E. Taub,republican,10057,111573
2010,New York,NY,36,21,13,US House,6,Blank Vote/Scattering,,14651,111573
2010,New York,NY,36,21,13,US House,6,Gregory W. Meeks,democrat,85096,111573
2010,New York,NY,36,21,13,US House,6,Asher E. Taub,conservative,1769,111573
2010,New York,NY,36,21,13,US House,7,Anthony Gronowicz,green,1038,97971
2010,New York,NY,36,21,13,US House,7,Blank Vote/Scattering,,9541,97971
2010,New York,NY,36,21,13,US House,7,Kenneth A. Reynolds,republican,13751,97971
2010,New York,NY,36,21,13,US House,7,Kenneth A. Reynolds,conservative,2394,97971
2010,New York,NY,36,21,13,US House,7,Joseph Crowley,democrat,71247,97971
2010,New York,NY,36,21,13,US House,8,Susan L. Kone,conservative,2482,143126
2010,New York,NY,36,21,13,US House,8,Jerrold Nadler,democrat,98839,143126
2010,New York,NY,36,21,13,US House,8,Susan L. Kone,republican,29514,143126
2010,New York,NY,36,21,13,US House,8,Blank Vote/Scattering,,12291,143126
2010,New York,NY,36,21,13,US House,9,Blank Vote/Scattering,,7473,117613
2010,New York,NY,36,21,13,US House,9,Robert L. Turner,conservative,5379,117613
2010,New York,NY,36,21,13,US House,9,Anthony D. Weiner,democrat,67011,117613
2010,New York,NY,36,21,13,US House,9,Robert L. Turner,republican,37750,117613
2010,New York,NY,36,21,13,US House,10,Diana Muniz,republican,7419,119872
2010,New York,NY,36,21,13,US House,10,Ernest Johnson,,1853,119872
2010,New York,NY,36,21,13,US House,10,Blank Vote/Scattering,,15115,119872
2010,New York,NY,36,21,13,US House,10,Edolphus Towns,democrat,95485,119872
2010,New York,NY,36,21,13,US House,11,Blank Vote/Scattering,,9759,124914
2010,New York,NY,36,21,13,US House,11,Yvette D. Clarke,democrat,104297,124914
2010,New York,NY,36,21,13,US House,11,Hugh C. Carr,republican,9119,124914
2010,New York,NY,36,21,13,US House,11,Hugh C. Carr,conservative,1739,124914
2010,New York,NY,36,21,13,US House,12,Nydia M. Velazquez,democrat,68624,86753
2010,New York,NY,36,21,13,US House,12,Blank Vote/Scattering,,13647,86753
2010,New York,NY,36,21,13,US House,12,Alice Gaffney,conservative,4482,86753
2010,New York,NY,36,21,13,US House,13,Blank Vote/Scattering,,4700,131426
2010,New York,NY,36,21,13,US House,13,Michael G. Grimm,conservative,9203,131426
2010,New York,NY,36,21,13,US House,13,Michael E. McMahon,democrat,60773,131426
2010,New York,NY,36,21,13,US House,13,Michael G. Grimm,republican,55821,131426
2010,New York,NY,36,21,13,US House,13,Tom Vendittelli,libertarian,929,131426
2010,New York,NY,36,21,13,US House,14,Dino L. LaVerghetta,independence,1617,150481
2010,New York,NY,36,21,13,US House,14,Carolyn B. Maloney,democrat,107327,150481
2010,New York,NY,36,21,13,US House,14,David Ryan Brumberg,republican,32065,150481
2010,New York,NY,36,21,13,US House,14,Timothy J. Healy,conservative,1891,150481
2010,New York,NY,36,21,13,US House,14,Blank Vote/Scattering,,7581,150481
2010,New York,NY,36,21,13,US House,15,Charles B. Rangel,democrat,91225,127046
2010,New York,NY,36,21,13,US House,15,Michel J. Faulkner,conservative,1076,127046
2010,New York,NY,36,21,13,US House,15,Craig Schley,"independence, vote people change",7803,127046
2010,New York,NY,36,21,13,US House,15,Roger Calero,socialist worker,2647,127046
2010,New York,NY,36,21,13,US House,15,Blank Vote/Scattering,,13617,127046
2010,New York,NY,36,21,13,US House,15,Michel J. Faulkner,republican,10678,127046
2010,New York,NY,36,21,13,US House,16,Blank Vote/Scattering,,6949,71349
2010,New York,NY,36,21,13,US House,16,Frank Della Valle,conservative,501,71349
2010,New York,NY,36,21,13,US House,16,Jose E. Serrano,democrat,61642,71349
2010,New York,NY,36,21,13,US House,16,Frank Della Valle,republican,2257,71349
2010,New York,NY,36,21,13,US House,17,Eliot L. Engel,democrat,95346,139126
2010,New York,NY,36,21,13,US House,17,York J. Kleinhandler,conservative,5661,139126
2010,New York,NY,36,21,13,US House,17,Anthony Mele,republican,29792,139126
2010,New York,NY,36,21,13,US House,17,Blank Vote/Scattering,,8327,139126
2010,New York,NY,36,21,13,US House,18,Nita M. Lowey,democrat,115619,187364
2010,New York,NY,36,21,13,US House,18,Jim Russell,republican,60513,187364
2010,New York,NY,36,21,13,US House,18,Blank Vote/Scattering,,1332,187364
2010,New York,NY,36,21,13,US House,18,Jim Russell,conservative,9900,187364
2010,New York,NY,36,21,13,US House,19,John J. Hall,democrat,98766,215738
2010,New York,NY,36,21,13,US House,19,Nan Haymorth,conservative,15778,215738
2010,New York,NY,36,21,13,US House,19,Nan Haymorth,republican,88734,215738
2010,New York,NY,36,21,13,US House,19,Blank Vote/Scattering,,7016,215738
2010,New York,NY,36,21,13,US House,19,Nan Haymorth,independence,5444,215738
2010,New York,NY,36,21,13,US House,20,Blank Vote/Scattering,,7515,244768
2010,New York,NY,36,21,13,US House,20,Christopher P. Gibson,conservative,19365,244768
2010,New York,NY,36,21,13,US House,20,Christopher P. Gibson,republican,110813,244768
2010,New York,NY,36,21,13,US House,20,Scott Murphy,democrat,107075,244768
2010,New York,NY,36,21,13,US House,21,"Theodore J. Danz, Jr.",republican,70211,229425
2010,New York,NY,36,21,13,US House,21,Blank Vote/Scattering,,8784,229425
2010,New York,NY,36,21,13,US House,21,Paul Tonko,democrat,124889,229425
2010,New York,NY,36,21,13,US House,21,"Theodore J. Danz, Jr.",conservative,25541,229425
2010,New York,NY,36,21,13,US House,22,Maurice D. Hinchey,democrat,98661,193358
2010,New York,NY,36,21,13,US House,22,George K. Phillips,conservative,13129,193358
2010,New York,NY,36,21,13,US House,22,Blank Vote/Scattering,,6010,193358
2010,New York,NY,36,21,13,US House,22,George K. Phillips,republican,75558,193358
2010,New York,NY,36,21,13,US House,23,William L. Owens,democrat,82232,182510
2010,New York,NY,36,21,13,US House,23,Matthew A. Doheny,republican,73646,182510
2010,New York,NY,36,21,13,US House,23,Douglas L. Hoffman,conservative,10507,182510
2010,New York,NY,36,21,13,US House,23,Blank Vote/Scattering,,9534,182510
2010,New York,NY,36,21,13,US House,23,Matthew A. Doheny,independence,6591,182510
2010,New York,NY,36,21,13,US House,24,Michael A. Arcuri,democrat,89809,198453
2010,New York,NY,36,21,13,US House,24,Richard L. Hanna,republican,85702,198453
2010,New York,NY,36,21,13,US House,24,Richard L. Hanna,independence,5584,198453
2010,New York,NY,36,21,13,US House,24,Richard L. Hanna,conservative,10313,198453
2010,New York,NY,36,21,13,US House,24,Blank Vote/Scattering,,7045,198453
2010,New York,NY,36,21,13,US House,25,Ann Marie Buerkle,republican,81380,215613
2010,New York,NY,36,21,13,US House,25,Daniel B. Maffei,democrat,103954,215613
2010,New York,NY,36,21,13,US House,25,Blank Vote/Scattering,,7057,215613
2010,New York,NY,36,21,13,US House,25,Ann Marie Buerkle,conservative,16830,215613
2010,New York,NY,36,21,13,US House,25,Ann Marie Buerkle,independence,6392,215613
2010,New York,NY,36,21,13,US House,26,Christopher John Lee,republican,151449,221763
2010,New York,NY,36,21,13,US House,26,Blank Vote/Scattering,,16007,221763
2010,New York,NY,36,21,13,US House,26,Philip A. Fedele,democrat,54307,221763
2010,New York,NY,36,21,13,US House,27,Brian Higgings,democrat,119085,205897
2010,New York,NY,36,21,13,US House,27,Leonard A. Roberto,republican,63015,205897
2010,New York,NY,36,21,13,US House,27,Leonard A. Roberto,conservative,13305,205897
2010,New York,NY,36,21,13,US House,27,Blank Vote/Scattering,,10492,205897
2010,New York,NY,36,21,13,US House,28,Jill A. Rowland,republican,45630,168055
2010,New York,NY,36,21,13,US House,28,Louise McIntosh Slaughter,democrat,102514,168055
2010,New York,NY,36,21,13,US House,28,Blank Vote/Scattering,,10149,168055
2010,New York,NY,36,21,13,US House,28,Jill A. Rowland,conservative,9762,168055
2010,New York,NY,36,21,13,US House,29,Blank Vote/Scattering,,11732,210145
2010,New York,NY,36,21,13,US House,29,Thomas W. Reed II,independence,5642,210145
2010,New York,NY,36,21,13,US House,29,Thomas W. Reed II,republican,93167,210145
2010,New York,NY,36,21,13,US House,29,Matthew C. Zeller,democrat,86099,210145
2010,New York,NY,36,21,13,US House,29,Thomas W. Reed II,conservative,13505,210145
2010,North Carolina,NC,37,56,47,US House,1,Ashley Woolard,republican,70867,174161
2010,North Carolina,NC,37,56,47,US House,1,G. K. Butterfield,democrat,103294,174161
2010,North Carolina,NC,37,56,47,US House,2,Bob Etheridge,democrat,92393,189774
2010,North Carolina,NC,37,56,47,US House,2,Tom Rose,libertarian,3505,189774
2010,North Carolina,NC,37,56,47,US House,2,Renee Ellmers,republican,93876,189774
2010,North Carolina,NC,37,56,47,US House,3,Darryl Holloman,libertarian,4762,199304
2010,North Carolina,NC,37,56,47,US House,3,Johnny G. Rouse,democrat,51317,199304
2010,North Carolina,NC,37,56,47,US House,3,Walter B. Jones,republican,143225,199304
2010,North Carolina,NC,37,56,47,US House,4,David E. Price,democrat,155384,271832
2010,North Carolina,NC,37,56,47,US House,4,"William """"B. J."""" Lawson",republican,116448,271832
2010,North Carolina,NC,37,56,47,US House,5,Billy Kennedy,democrat,72762,213287
2010,North Carolina,NC,37,56,47,US House,5,Virginia Foxx,republican,140525,213287
2010,North Carolina,NC,37,56,47,US House,6,Sam Turner,democrat,51507,207759
2010,North Carolina,NC,37,56,47,US House,6,Howard Coble,republican,156252,207759
2010,North Carolina,NC,37,56,47,US House,7,Mike McIntyre,democrat,113957,212285
2010,North Carolina,NC,37,56,47,US House,7,Ilario Gregory Pantano,republican,98328,212285
2010,North Carolina,NC,37,56,47,US House,8,Harold Johnson,republican,73129,167442
2010,North Carolina,NC,37,56,47,US House,8,NA,NA,439,167442
2010,North Carolina,NC,37,56,47,US House,8,Thomas Hill,libertarian,5098,167442
2010,North Carolina,NC,37,56,47,US House,8,Larry Kissell,democrat,88776,167442
2010,North Carolina,NC,37,56,47,US House,9,Jeff Doctor,democrat,71450,230240
2010,North Carolina,NC,37,56,47,US House,9,Sue Wilkins Myrick,republican,158790,230240
2010,North Carolina,NC,37,56,47,US House,10,Patrick T. McHenry,republican,130813,183785
2010,North Carolina,NC,37,56,47,US House,10,Jeff Gregory,democrat,52972,183785
2010,North Carolina,NC,37,56,47,US House,11,Heath Shuler,democrat,131225,241471
2010,North Carolina,NC,37,56,47,US House,11,Jeff Miller,republican,110246,241471
2010,North Carolina,NC,37,56,47,US House,12,Greg Dority,republican,55315,162007
2010,North Carolina,NC,37,56,47,US House,12,Lon Cecil,libertarian,3197,162007
2010,North Carolina,NC,37,56,47,US House,12,Melvin L. Watt,democrat,103495,162007
2010,North Carolina,NC,37,56,47,US House,13,"William """"Bill"""" Randall",republican,93099,209202
2010,North Carolina,NC,37,56,47,US House,13,Brad Miller,democrat,116103,209202
2010,North Dakota,ND,38,44,36,US House,0,Earl Pomeroy,democrat,106542,236344
2010,North Dakota,ND,38,44,36,US House,0,Rick Berg,republican,129802,236344
2010,Ohio,OH,39,31,24,US House,1,Steve Chabot,republican,103770,201518
2010,Ohio,OH,39,31,24,US House,1,Rich Stevenson,green,2000,201518
2010,Ohio,OH,39,31,24,US House,1,Jim Berns,libertarian,3076,201518
2010,Ohio,OH,39,31,24,US House,1,Steve Driehaus,democrat,92672,201518
2010,Ohio,OH,39,31,24,US House,2,Jean Schmidt,republican,139027,237845
2010,Ohio,OH,39,31,24,US House,2,NA,NA,128,237845
2010,Ohio,OH,39,31,24,US House,2,Surya Yalamanchili,democrat,82431,237845
2010,Ohio,OH,39,31,24,US House,2,Marc Johnston,libertarian,16259,237845
2010,Ohio,OH,39,31,24,US House,3,Michael R. Turner,republican,152629,224084
2010,Ohio,OH,39,31,24,US House,3,Joe Roberts,democrat,71455,224084
2010,Ohio,OH,39,31,24,US House,4,Donald Charles Kissick,libertarian,7708,204270
2010,Ohio,OH,39,31,24,US House,4,Doug Litt,democrat,50533,204270
2010,Ohio,OH,39,31,24,US House,4,Jim Jordan,republican,146029,204270
